review_scores_rating,price,property_type,neighbourhood_cleansed,host_is_superhost,availability_30,availability_60,availability_90,instant_bookable,calculated_host_listings_count,reviews_per_month
99.0,189.0,Entire apartment,Bernal Heights,t,0,0,0,t,1,0.63
100.0,74.0,Room in aparthotel,South of Market,f,30,60,90,f,7,0.12
93.0,96.0,Entire apartment,Western Addition,f,29,59,89,f,3,0.22
91.0,32.0,Private room in house,Outer Sunset,t,0,15,15,t,4,0.4
100.0,55.0,Private room in house,Parkside,t,0,0,0,t,4,0.11
100.0,38.0,Shared room in house,Outer Sunset,t,0,0,0,t,4,0.18
100.0,150.0,Entire apartment,Pacific Heights,f,28,57,86,t,11,0.85
100.0,206.0,Entire apartment,Russian Hill,f,28,58,88,f,106,0.11
100.0,130.0,Entire apartment,Haight Ashbury,f,1,1,1,t,18,0.05
90.0,24.0,Shared room in villa,Russian Hill,t,17,17,17,t,24,0.19
100.0,27.0,Shared room in villa,Russian Hill,t,0,0,0,t,24,0.04
95.0,100.0,Private room in house,West of Twin Peaks,f,30,60,89,f,2,0.51
92.0,184.0,Private room in condominium,Haight Ashbury,f,0,0,0,f,2,1.87
97.0,170.0,Entire apartment,Noe Valley,t,6,29,29,f,1,2.61
99.0,149.0,Private room in house,Mission,t,0,0,0,f,2,3.41
98.0,1414.0,Entire guest suite,Inner Sunset,t,0,5,29,t,4,0.68
100.0,200.0,Entire apartment,Nob Hill,t,28,58,88,f,1,0.13
99.0,249.0,Entire apartment,Chinatown,t,18,18,18,t,1,1.67
97.0,249.0,Entire house,Glen Park,t,0,0,0,f,1,0.97
96.0,149.0,Entire house,Outer Sunset,f,18,48,77,f,1,5.42
99.0,117.0,Entire guest suite,Inner Richmond,t,14,43,70,f,1,4.31
95.0,65.0,Private room in house,Bayview,t,30,60,90,t,5,3.69
96.0,49.0,Private room in house,Bayview,t,29,59,89,t,5,4.03
95.0,49.0,Private room in house,Bayview,t,30,60,90,t,5,4.54
98.0,83.0,Private room in house,Bayview,t,0,0,0,t,5,3.42
96.0,75.0,Private room in house,Bayview,t,0,0,0,t,5,2.83
97.0,87.0,Private room in hostel,Haight Ashbury,f,0,0,0,t,43,0.97
99.0,90.0,Private room in house,Chinatown,t,25,55,84,t,4,8.63
100.0,243.0,Entire condominium,Nob Hill,t,6,31,61,f,21,0.17
100.0,243.0,Entire condominium,Downtown/Civic Center,t,6,31,61,f,21,0.3
93.0,243.0,Entire condominium,Downtown/Civic Center,t,7,32,62,f,21,0.14
100.0,243.0,Entire condominium,Downtown/Civic Center,t,6,31,61,f,21,0.09
100.0,243.0,Entire condominium,Downtown/Civic Center,t,6,31,61,f,21,0.13
99.0,67.0,Private room in house,Noe Valley,t,17,47,77,t,4,4.14
89.0,100.0,Entire guest suite,Excelsior,f,0,0,0,f,1,3.87
98.0,296.0,Entire house,Castro/Upper Market,t,29,59,89,f,10,1.67
100.0,499.0,Entire apartment,Castro/Upper Market,f,13,43,73,f,4,0.19
99.0,290.0,Entire apartment,Western Addition,t,29,59,89,f,1,1.33
100.0,130.0,Private room in condominium,Western Addition,t,29,59,88,f,1,0.53
97.0,90.0,Entire apartment,Bernal Heights,f,2,27,56,t,2,0.84
100.0,329.0,Entire house,Excelsior,t,12,12,35,f,1,0.94
93.0,125.0,Private room,Castro/Upper Market,f,30,60,90,f,4,0.47
96.0,126.0,Private room,Castro/Upper Market,f,15,45,75,f,4,0.69
96.0,125.0,Private room,Castro/Upper Market,f,30,60,90,f,4,0.43
100.0,50.0,Private room in house,Mission,t,29,29,39,f,6,0.19
100.0,190.0,Entire apartment,Potrero Hill,t,3,3,12,f,2,0.31
97.0,35.0,Private room in house,Outer Sunset,t,11,41,71,t,4,0.32
97.0,89.0,Private room in house,Chinatown,t,9,39,68,t,4,4.49
100.0,95.0,Room in aparthotel,Downtown/Civic Center,f,30,60,90,f,7,0.05
98.0,115.0,Entire condominium,Downtown/Civic Center,t,1,8,20,t,55,0.6
93.0,99.0,Entire apartment,Castro/Upper Market,f,0,9,31,f,2,0.29
97.0,45.0,Private room in house,Mission,t,0,0,0,f,6,0.29
100.0,117.0,Private room in house,Noe Valley,t,0,0,0,f,1,2.22
100.0,350.0,Entire house,South of Market,t,7,37,67,t,2,0.09
93.0,400.0,Entire house,Outer Richmond,t,0,0,0,t,2,0.18
100.0,75.0,Shared room in house,Noe Valley,t,0,0,0,t,4,0.39
80.0,108.0,Entire serviced apartment,South of Market,f,0,0,0,t,80,0.09
80.0,165.0,Entire house,Haight Ashbury,f,9,17,47,f,34,0.06
100.0,155.0,Entire apartment,Western Addition,t,0,27,57,t,3,0.07
99.0,65.0,Private room in house,Potrero Hill,t,11,41,71,t,3,1.05
98.0,119.0,Private room in house,Potrero Hill,t,29,59,89,t,2,2.32
98.0,119.0,Entire guest suite,Outer Sunset,t,0,0,0,t,1,2.97
100.0,99.0,Entire apartment,Noe Valley,t,0,0,0,f,1,0.28
95.0,282.0,Entire guest suite,Outer Sunset,t,0,0,0,f,1,4.71
99.0,110.0,Entire guest suite,Bernal Heights,t,22,52,82,f,2,1.0
98.0,89.0,Private room in apartment,Western Addition,t,0,0,0,f,3,4.16
80.0,90.0,Entire serviced apartment,Chinatown,t,0,0,0,t,55,0.13
92.0,125.0,Private room in house,Western Addition,f,13,43,72,f,2,2.54
100.0,314.0,Entire house,Glen Park,f,0,0,0,t,1,0.1
100.0,179.0,Entire apartment,Castro/Upper Market,f,29,59,89,f,1,0.06
93.0,140.0,Entire apartment,Russian Hill,f,0,0,0,t,1,0.3
99.0,89.0,Private room in house,Bernal Heights,t,0,0,0,f,4,1.24
100.0,75.0,Entire condominium,Downtown/Civic Center,t,0,0,0,t,55,0.13
90.0,75.0,Entire serviced apartment,Downtown/Civic Center,t,0,0,0,t,55,0.26
92.0,75.0,Entire guest suite,Inner Sunset,f,20,50,75,f,1,3.72
100.0,124.0,Entire house,Parkside,f,0,0,0,f,1,0.24
99.0,135.0,Entire apartment,Haight Ashbury,f,4,4,31,f,1,0.75
73.0,130.0,Entire house,Noe Valley,f,30,60,90,t,18,0.2
90.0,120.0,Entire apartment,Haight Ashbury,f,9,39,69,t,18,0.11
93.0,136.0,Entire house,Lakeshore,f,9,12,15,t,1,2.67
99.0,79.0,Private room in apartment,Western Addition,t,0,0,0,f,3,3.39
97.0,85.0,Entire guest suite,Outer Richmond,t,0,8,38,f,2,3.32
98.0,124.0,Private room in house,Visitacion Valley,t,0,0,0,t,4,1.08
98.0,119.0,Private room in house,Visitacion Valley,t,0,0,0,f,4,1.23
99.0,275.0,Entire house,Noe Valley,t,0,0,0,f,1,0.84
20.0,117.0,Entire condominium,North Beach,f,30,60,90,f,2,0.11
99.0,155.0,Entire house,Parkside,t,14,38,68,t,1,4.05
100.0,350.0,Entire house,Castro/Upper Market,t,0,0,0,f,2,0.11
93.0,449.0,Entire house,Excelsior,t,0,0,0,t,4,0.45
99.0,325.0,Entire house,Castro/Upper Market,t,28,58,88,f,1,3.37
60.0,89.0,Room in aparthotel,Downtown/Civic Center,t,30,60,90,f,11,0.13
100.0,125.0,Entire condominium,South of Market,t,23,53,83,f,1,0.19
100.0,9999.0,Private room in house,Outer Mission,f,9,17,47,f,2,0.84
100.0,75.0,Entire serviced apartment,Chinatown,t,0,0,0,t,55,0.08
99.0,221.0,Entire condominium,Mission,t,29,59,88,f,1,3.63
100.0,300.0,Entire condominium,Castro/Upper Market,f,0,0,0,f,1,0.11
100.0,475.0,Entire apartment,Western Addition,t,4,22,52,f,1,1.85
93.0,90.0,Private room in guest suite,Outer Mission,t,17,47,77,t,3,1.65
100.0,65.0,Entire serviced apartment,Chinatown,t,0,0,0,t,55,0.14
100.0,188.0,Entire house,Potrero Hill,f,9,9,9,t,80,0.14
60.0,292.0,Entire house,Bernal Heights,f,0,0,0,t,80,0.2
100.0,300.0,Entire house,Haight Ashbury,f,30,60,90,f,3,0.1
100.0,187.0,Room in hotel,Downtown/Civic Center,t,30,60,90,f,34,0.43
99.0,185.0,Room in hotel,Downtown/Civic Center,t,0,0,0,f,34,0.71
98.0,66.0,Private room in house,Excelsior,t,30,60,90,f,3,3.18
80.0,117.0,Entire apartment,Inner Richmond,f,1,1,1,t,18,0.06
97.0,91.0,Private room in house,Mission,t,20,28,28,f,2,0.99
98.0,95.0,Private room in house,Outer Sunset,t,0,0,0,t,2,1.91
99.0,60.0,Private room in house,Excelsior,t,30,60,90,f,3,2.33
100.0,62.0,Entire serviced apartment,South of Market,f,0,0,19,t,80,0.14
100.0,71.0,Entire serviced apartment,South of Market,f,1,30,60,t,80,0.31
100.0,60.0,Entire serviced apartment,South of Market,f,0,27,57,t,80,0.4
100.0,75.0,Entire serviced apartment,Downtown/Civic Center,t,0,0,0,t,55,0.09
93.0,120.0,Entire house,Ocean View,f,16,46,76,t,1,0.24
100.0,195.0,Entire house,Western Addition,t,0,0,0,t,1,0.21
100.0,126.0,Entire apartment,Inner Sunset,f,1,1,1,t,18,0.05
91.0,95.0,Entire apartment,Noe Valley,f,22,22,22,f,1,1.49
80.0,30.0,Private room in apartment,Inner Sunset,f,5,35,65,t,4,0.45
97.0,109.0,Entire condominium,Potrero Hill,t,30,30,60,t,3,0.43
99.0,139.0,Entire apartment,Inner Richmond,t,27,57,87,f,1,3.78
91.0,150.0,Private room in apartment,South of Market,f,0,0,0,f,1,0.81
98.0,60.0,Private room in house,Excelsior,t,0,0,0,f,3,2.96
100.0,456.0,Entire condominium,Nob Hill,f,0,25,55,t,9,0.19
100.0,525.0,Entire house,Inner Sunset,t,8,38,68,t,1,0.78
98.0,185.0,Entire apartment,Parkside,t,30,60,90,t,1,3.18
100.0,50.0,Private room in house,Seacliff,f,30,60,90,t,4,0.11
98.0,301.0,Entire apartment,South of Market,t,0,0,0,t,1,5.14
96.0,190.0,Entire guest suite,Western Addition,t,0,0,0,f,3,2.44
100.0,150.0,Private room in house,Russian Hill,t,0,0,0,f,1,0.87
100.0,140.0,Private room in condominium,Western Addition,t,0,0,0,t,3,1.5
100.0,165.0,Entire condominium,Mission,t,0,0,0,f,2,0.15
98.0,65.0,Private room in house,Excelsior,t,30,60,90,f,3,2.9
97.0,65.0,Private room in house,Excelsior,t,29,59,89,t,3,3.47
99.0,120.0,Entire house,Bernal Heights,t,16,46,76,t,1,3.83
85.0,29.0,Shared room in villa,North Beach,t,30,60,90,t,24,0.28
90.0,20.0,Shared room in villa,North Beach,t,21,21,21,t,24,0.15
98.0,86.0,Entire apartment,Russian Hill,f,7,37,67,t,5,1.63
100.0,40.0,Private room in condominium,Castro/Upper Market,f,0,0,0,f,8,0.33
60.0,86.0,Entire condominium,South of Market,f,5,5,5,f,24,0.09
96.0,200.0,Entire apartment,Parkside,t,9,39,68,f,1,1.42
98.0,134.0,Entire guest suite,Bernal Heights,f,0,0,0,t,1,2.26
100.0,167.0,Entire apartment,Mission,t,4,4,4,t,2,0.58
95.0,190.0,Private room in apartment,Excelsior,t,0,30,59,f,2,2.04
94.0,38.0,Shared room in hostel,Haight Ashbury,f,0,0,0,t,43,3.16
100.0,100.0,Private room in house,Excelsior,f,0,0,0,f,1,0.21
95.0,208.0,Entire guest suite,Outer Mission,f,27,57,87,t,3,1.13
100.0,147.0,Entire apartment,Western Addition,t,0,27,57,t,3,0.05
100.0,154.0,Entire apartment,South of Market,f,1,1,1,t,175,0.05
100.0,124.0,Entire apartment,South of Market,f,13,43,73,t,175,0.08
80.0,120.0,Entire apartment,Mission,f,28,58,88,f,106,0.06
97.0,199.0,Room in hotel,Downtown/Civic Center,t,0,0,0,f,38,0.28
100.0,130.0,Entire apartment,South of Market,t,0,0,0,t,3,0.32
99.0,105.0,Entire guest suite,Outer Sunset,t,17,47,72,t,1,11.89
100.0,392.0,Entire apartment,Nob Hill,t,24,54,84,f,1,0.46
94.0,39.0,Private room in house,Bayview,f,0,8,38,f,2,0.49
100.0,45.0,Private room in apartment,Russian Hill,t,3,33,63,f,5,1.18
100.0,49.0,Private room in apartment,Nob Hill,t,30,60,90,f,5,0.18
80.0,176.0,Entire condominium,Nob Hill,f,7,37,67,f,24,0.07
100.0,199.0,Room in hotel,Downtown/Civic Center,t,0,0,0,f,38,0.24
100.0,118.0,Entire apartment,South of Market,f,2,4,34,t,175,0.37
100.0,165.0,Entire house,West of Twin Peaks,t,0,0,0,t,2,0.23
97.0,150.0,Entire guest suite,Mission,t,0,0,0,t,1,0.61
100.0,99.0,Private room in house,Ocean View,t,29,59,89,f,3,2.8
98.0,363.0,Entire guest suite,Bernal Heights,t,29,59,88,f,1,2.73
100.0,159.0,Entire condominium,Downtown/Civic Center,t,0,0,0,f,2,0.38
100.0,192.0,Entire guest suite,West of Twin Peaks,t,0,0,0,f,1,1.26
100.0,130.0,Entire apartment,Diamond Heights,t,13,43,73,t,1,0.1
97.0,199.0,Room in hotel,Downtown/Civic Center,t,0,0,0,f,38,0.72
98.0,129.0,Private room in house,Western Addition,t,0,0,0,t,2,3.26
100.0,199.0,Room in hotel,Downtown/Civic Center,t,0,0,0,f,38,0.14
100.0,97.0,Private room in house,Potrero Hill,t,8,38,68,f,2,0.37
100.0,149.0,Private room in house,Bernal Heights,t,0,0,0,f,4,0.08
100.0,199.0,Room in hotel,Downtown/Civic Center,t,0,0,0,f,38,0.33
100.0,199.0,Room in hotel,Downtown/Civic Center,t,0,0,0,f,38,0.09
100.0,199.0,Room in hotel,Downtown/Civic Center,t,0,0,0,f,38,0.09
98.0,162.0,Room in hotel,Downtown/Civic Center,t,16,16,16,f,38,0.93
80.0,135.0,Entire apartment,Western Addition,f,10,40,70,t,175,1.0
93.0,206.0,Room in hotel,Downtown/Civic Center,t,6,6,6,f,38,1.25
96.0,75.0,Private room in house,Outer Sunset,f,0,0,0,f,1,0.67
100.0,69.0,Private room in house,Ocean View,t,29,59,89,f,2,0.47
100.0,199.0,Room in hotel,Downtown/Civic Center,t,0,0,0,f,38,0.05
100.0,241.0,Room in hotel,Downtown/Civic Center,t,0,0,0,f,34,0.38
100.0,399.0,Entire house,Bayview,t,8,8,8,f,2,0.17
100.0,150.0,Entire condominium,Potrero Hill,t,30,60,90,f,16,0.13
98.0,75.0,Private room in house,Outer Sunset,t,0,0,0,f,1,1.35
100.0,150.0,Private room in condominium,Castro/Upper Market,f,0,0,0,f,1,0.05
97.0,75.0,Entire serviced apartment,Financial District,t,0,0,0,t,55,0.6
91.0,176.0,Room in hotel,Downtown/Civic Center,f,0,0,0,t,12,0.97
100.0,194.0,Room in hotel,Downtown/Civic Center,f,0,0,0,t,12,0.09
80.0,185.0,Room in hotel,Downtown/Civic Center,f,0,0,0,t,12,0.4
74.0,185.0,Room in hotel,Downtown/Civic Center,f,0,0,0,t,12,1.28
60.0,347.0,Room in hotel,Downtown/Civic Center,f,0,0,0,t,12,0.05
100.0,194.0,Room in hotel,Downtown/Civic Center,f,0,0,0,t,12,0.1
90.0,203.0,Room in hotel,Downtown/Civic Center,f,0,0,0,t,12,0.1
87.0,167.0,Room in hotel,Downtown/Civic Center,f,0,0,0,t,12,1.33
83.0,185.0,Room in hotel,Downtown/Civic Center,f,0,0,0,t,12,0.51
20.0,392.0,Room in hotel,Downtown/Civic Center,f,0,0,0,t,12,0.05
93.0,221.0,Room in hotel,Downtown/Civic Center,f,0,0,0,t,12,0.39
100.0,112.0,Entire guest suite,Outer Sunset,t,17,47,77,f,1,3.96
89.0,179.0,Room in hotel,Downtown/Civic Center,f,0,0,0,t,11,0.39
83.0,189.0,Room in hotel,Downtown/Civic Center,f,0,0,0,t,11,1.99
80.0,224.0,Room in hotel,Downtown/Civic Center,f,0,0,0,t,11,0.53
50.0,259.0,Room in hotel,Downtown/Civic Center,f,0,0,0,t,11,0.1
95.0,189.0,Room in hotel,Downtown/Civic Center,f,0,0,0,t,11,0.59
80.0,179.0,Room in hotel,Downtown/Civic Center,f,0,0,0,t,11,0.97
67.0,214.0,Room in hotel,Downtown/Civic Center,f,0,0,0,t,11,0.18
87.0,219.0,Room in hotel,Downtown/Civic Center,f,0,0,0,t,11,0.51
70.0,194.0,Room in hotel,Downtown/Civic Center,f,0,0,0,t,11,0.28
80.0,219.0,Room in hotel,Downtown/Civic Center,f,0,0,0,t,11,0.39
100.0,1057.0,Entire house,Glen Park,f,28,58,88,f,1,0.07
99.0,190.0,Room in hotel,Downtown/Civic Center,t,17,17,17,f,38,0.67
100.0,204.0,Entire serviced apartment,Russian Hill,t,2,9,9,f,38,0.52
93.0,189.0,Entire serviced apartment,Russian Hill,t,0,0,0,f,38,0.43
100.0,250.0,Entire house,Castro/Upper Market,t,0,0,0,f,1,1.87
98.0,90.0,Entire guest suite,Glen Park,t,21,51,79,t,1,4.29
100.0,195.0,Entire apartment,Inner Sunset,t,5,35,65,f,1,2.27
99.0,120.0,Entire apartment,Bernal Heights,t,0,0,0,f,1,1.7
93.0,100.0,Entire house,Ocean View,f,29,59,89,f,1,1.16
98.0,250.0,Entire house,Bernal Heights,t,0,0,0,f,1,0.48
99.0,300.0,Entire house,Outer Richmond,t,0,0,0,f,1,0.88
99.0,169.0,Entire condominium,Inner Sunset,t,1,1,1,t,2,2.92
98.0,114.0,Entire guest suite,Outer Richmond,t,6,28,58,t,1,2.38
97.0,29.0,Entire house,Ocean View,t,0,0,0,f,12,0.37
92.0,235.0,Entire guest suite,Inner Richmond,f,30,60,90,f,1,3.08
100.0,32.0,Private room in house,Ocean View,t,0,0,0,f,12,0.3
80.0,31.0,Private room in house,Ocean View,t,0,0,0,f,12,0.05
93.0,33.0,Private room in house,Outer Richmond,t,23,34,34,f,12,0.15
91.0,33.0,Tiny house,Outer Richmond,t,0,4,4,f,12,0.32
100.0,250.0,Entire condominium,Marina,t,17,17,17,f,1,0.12
100.0,350.0,Entire house,Outer Mission,f,28,58,88,f,1,0.12
99.0,204.0,Entire apartment,Parkside,t,0,22,25,t,1,1.55
100.0,150.0,Entire apartment,Outer Mission,t,28,58,88,f,1,0.16
100.0,155.0,Private room in cabin,Downtown/Civic Center,t,0,0,0,f,2,0.05
100.0,60.0,Entire serviced apartment,Chinatown,t,0,0,0,t,55,0.2
99.0,126.0,Entire cabin,Bernal Heights,t,0,0,18,f,1,2.45
100.0,219.0,Entire apartment,Western Addition,t,0,0,0,f,3,0.8
100.0,40.0,Private room in house,Crocker Amazon,t,30,60,90,f,2,0.27
100.0,712.0,Private room in resort,Russian Hill,f,22,22,22,t,8,0.2
94.0,52.0,Private room in house,Inner Richmond,f,23,53,83,f,5,4.57
99.0,175.0,Room in hotel,Downtown/Civic Center,t,20,32,32,f,38,1.49
100.0,189.0,Entire serviced apartment,Russian Hill,t,0,0,0,f,38,0.32
91.0,71.0,Entire guest suite,Ocean View,f,7,35,65,f,1,6.9
80.0,108.0,Entire apartment,Downtown/Civic Center,f,29,59,89,t,146,0.06
100.0,130.0,Entire apartment,Downtown/Civic Center,f,29,59,89,f,146,0.07
100.0,199.0,Room in hotel,Downtown/Civic Center,t,0,0,0,f,38,0.05
93.0,99.0,Private room in earth house,Noe Valley,f,0,19,48,f,1,1.56
91.0,49.0,Room in boutique hotel,South of Market,f,30,60,90,t,13,0.71
100.0,140.0,Entire apartment,Mission,f,28,58,88,f,106,0.19
100.0,193.0,Entire serviced apartment,Russian Hill,t,20,28,28,f,38,1.22
100.0,200.0,Entire guest suite,Mission,t,0,8,37,f,1,1.33
100.0,225.0,Entire house,Inner Sunset,t,0,0,0,f,17,0.99
100.0,129.0,Entire apartment,Outer Sunset,t,0,0,0,f,17,1.5
100.0,85.0,Entire apartment,Nob Hill,t,25,55,84,t,5,0.4
90.0,97.0,Private room in apartment,Castro/Upper Market,f,30,60,90,t,2,0.13
100.0,175.0,Room in hotel,Downtown/Civic Center,t,26,26,26,f,38,0.34
84.0,30.0,Private room in apartment,Inner Sunset,f,10,40,70,t,4,0.25
97.0,251.0,Private room in apartment,South of Market,t,14,37,64,t,2,1.13
100.0,199.0,Room in hotel,Downtown/Civic Center,t,0,0,0,f,38,0.1
97.0,514.0,Entire apartment,Pacific Heights,t,0,0,0,t,1,0.7
100.0,304.0,Room in hotel,Downtown/Civic Center,t,0,0,0,f,34,0.47
98.0,250.0,Entire condominium,South of Market,t,9,39,69,t,1,1.0
97.0,85.0,Private room in townhouse,Outer Richmond,t,0,0,0,t,4,0.89
95.0,80.0,Private room in townhouse,Outer Richmond,t,0,0,0,t,4,0.58
90.0,125.0,Entire condominium,South of Market,f,0,28,58,f,24,0.15
97.0,110.0,Entire guest suite,Glen Park,t,23,53,82,f,1,4.52
95.0,169.0,Entire guest suite,Bernal Heights,f,23,53,83,f,1,1.17
98.0,470.0,Entire townhouse,Noe Valley,t,15,15,15,f,17,0.49
94.0,134.0,Entire condominium,South of Market,f,0,0,9,f,3,0.35
100.0,250.0,Entire cottage,Castro/Upper Market,t,28,54,84,f,1,1.5
100.0,56.0,Private room in apartment,Outer Richmond,f,0,0,0,f,1,0.07
100.0,60.0,Entire serviced apartment,Chinatown,t,0,0,0,t,55,0.26
97.0,153.0,Entire apartment,Noe Valley,t,22,52,82,t,1,2.88
100.0,60.0,Entire condominium,Chinatown,t,0,0,0,t,55,0.15
100.0,375.0,Entire house,West of Twin Peaks,f,9,39,69,f,1,0.31
100.0,150.0,Entire apartment,Mission,f,30,60,90,t,1,0.12
100.0,99.0,Entire guest suite,Excelsior,f,0,0,0,f,1,0.06
100.0,202.0,Entire apartment,South of Market,f,2,2,2,t,175,0.22
95.0,145.0,Entire condominium,Castro/Upper Market,t,0,0,0,t,11,0.62
97.0,179.0,Room in hotel,Downtown/Civic Center,t,0,0,0,f,38,0.62
97.0,55.0,Private room in house,Visitacion Valley,t,29,59,89,t,3,3.58
100.0,41.0,Private room in house,Mission,t,19,38,49,t,1,0.06
100.0,199.0,Entire apartment,South of Market,f,4,34,64,t,175,0.06
99.0,187.0,Room in hotel,Downtown/Civic Center,t,23,38,38,f,38,0.69
100.0,102.0,Entire apartment,Haight Ashbury,t,0,0,12,t,1,0.2
94.0,239.0,Entire house,Castro/Upper Market,f,20,20,20,t,1,4.51
98.0,169.0,Entire guest suite,Inner Sunset,t,30,60,90,t,1,1.58
100.0,238.0,Entire apartment,Mission,t,2,4,23,f,2,0.34
93.0,190.0,Entire house,Outer Sunset,t,0,0,0,t,2,0.3
100.0,110.0,Entire condominium,Western Addition,t,30,60,90,f,2,0.23
94.0,53.0,Private room in condominium,South of Market,f,30,60,90,f,4,1.71
98.0,305.0,Entire serviced apartment,Russian Hill,t,2,5,5,f,38,0.87
100.0,160.0,Entire apartment,Pacific Heights,f,0,0,0,f,1,0.15
97.0,65.0,Entire apartment,Russian Hill,t,9,39,69,t,2,0.35
100.0,170.0,Entire apartment,Western Addition,f,0,0,0,f,3,0.19
100.0,69.0,Entire apartment,Inner Richmond,t,4,4,29,f,3,0.1
100.0,100.0,Private room in apartment,Bernal Heights,f,29,59,89,f,1,0.61
100.0,95.0,Private room in house,Noe Valley,t,10,10,10,f,4,0.62
91.0,41.0,Private room in house,Excelsior,f,2,32,62,f,4,3.09
40.0,135.0,Entire apartment,Downtown/Civic Center,f,0,5,35,t,175,0.18
100.0,358.0,Entire apartment,Haight Ashbury,t,5,14,44,f,2,0.68
100.0,200.0,Entire house,Mission,f,0,0,0,f,1,0.2
100.0,245.0,Entire house,Russian Hill,t,19,49,79,f,2,0.31
100.0,100.0,Private room in apartment,Downtown/Civic Center,f,0,0,9,f,1,1.82
99.0,90.0,Entire guest suite,Mission,f,12,42,72,f,1,0.73
100.0,106.0,Entire condominium,Mission,t,0,0,0,f,1,0.57
98.0,120.0,Private room in apartment,Mission,t,9,31,31,f,2,1.48
87.0,180.0,Entire house,Potrero Hill,f,0,0,0,t,1,0.16
100.0,249.0,Room in hotel,Russian Hill,f,0,0,0,t,5,0.1
100.0,345.0,Room in hotel,Downtown/Civic Center,f,0,0,0,t,5,0.05
40.0,337.0,Room in hotel,Downtown/Civic Center,f,0,0,0,t,5,0.06
100.0,130.0,Entire guesthouse,Western Addition,t,0,16,45,f,1,0.35
87.0,139.0,Room in boutique hotel,Western Addition,f,30,60,90,t,5,1.28
93.0,113.0,Room in boutique hotel,Western Addition,f,30,60,90,t,5,2.74
96.0,65.0,Entire serviced apartment,Chinatown,t,0,0,0,t,55,0.49
100.0,450.0,Entire cottage,North Beach,t,0,0,0,f,2,0.25
95.0,127.0,Room in boutique hotel,Downtown/Civic Center,f,26,52,82,t,5,0.98
89.0,112.0,Room in boutique hotel,Downtown/Civic Center,f,10,40,70,t,5,1.08
92.0,121.0,Room in boutique hotel,Western Addition,f,28,58,88,t,5,1.15
100.0,65.0,Entire apartment,South of Market,f,30,60,90,f,2,0.1
98.0,449.0,Entire apartment,South of Market,t,0,0,0,f,1,0.52
99.0,121.0,Private room in condominium,Castro/Upper Market,t,0,25,55,f,2,3.11
100.0,243.0,Entire condominium,Downtown/Civic Center,t,6,31,61,f,21,0.1
100.0,243.0,Entire condominium,Downtown/Civic Center,t,6,31,61,f,21,0.1
100.0,243.0,Entire condominium,Downtown/Civic Center,t,6,31,61,f,21,0.1
100.0,243.0,Entire condominium,Nob Hill,t,6,31,61,f,21,0.36
96.0,199.0,Entire apartment,Western Addition,f,0,0,0,t,1,0.25
96.0,106.0,Entire house,West of Twin Peaks,f,15,43,73,t,1,0.97
97.0,188.0,Entire guest suite,Outer Richmond,t,29,51,51,f,1,5.62
98.0,1300.0,Room in aparthotel,Russian Hill,t,18,46,76,f,6,0.97
98.0,199.0,Entire apartment,Inner Richmond,t,13,43,73,f,1,1.38
98.0,122.0,Private room in house,Outer Richmond,t,11,41,71,t,1,0.95
93.0,350.0,Entire house,Bernal Heights,f,0,0,0,f,2,0.79
96.0,175.0,Room in hotel,Nob Hill,f,8,34,64,t,12,3.62
96.0,205.0,Room in hotel,Nob Hill,f,8,38,68,t,12,0.81
92.0,185.0,Room in hotel,Nob Hill,f,8,38,68,t,12,0.71
80.0,215.0,Room in hotel,Nob Hill,f,8,38,68,t,12,0.09
80.0,195.0,Room in hotel,Nob Hill,f,8,38,68,t,12,0.93
97.0,205.0,Room in hotel,Nob Hill,f,8,38,68,t,12,0.31
91.0,175.0,Room in hotel,Nob Hill,f,8,38,68,t,12,1.4
100.0,225.0,Entire apartment,Marina,f,0,0,0,t,1,0.2
100.0,94.0,Entire house,North Beach,t,7,37,67,f,2,0.33
91.0,165.0,Room in hotel,Nob Hill,f,8,34,64,t,12,3.74
100.0,177.0,Entire serviced apartment,Russian Hill,f,0,1,1,t,80,0.18
96.0,53.0,Private room in condominium,South of Market,f,27,57,87,f,4,1.69
98.0,52.0,Private room in condominium,South of Market,f,23,53,83,f,4,2.34
100.0,180.0,Entire house,Excelsior,f,0,0,0,f,1,0.19
97.0,65.0,Private room in house,Outer Sunset,t,20,50,79,t,4,5.86
100.0,93.0,Private room in house,Castro/Upper Market,t,19,49,77,f,1,9.41
100.0,130.0,Private room in condominium,Western Addition,t,0,0,0,t,3,0.6
100.0,375.0,Entire house,Nob Hill,t,0,0,0,f,2,0.62
100.0,145.0,Entire guest suite,South of Market,t,13,43,73,f,1,0.25
92.0,43.0,Private room in house,Bayview,t,20,20,31,f,10,1.06
100.0,75.0,Private room in house,Outer Sunset,t,0,0,0,t,1,0.87
99.0,109.0,Entire guest suite,Bernal Heights,t,17,34,59,f,1,4.97
100.0,110.0,Entire apartment,Haight Ashbury,t,0,0,0,f,2,0.12
90.0,99.0,Entire apartment,Parkside,f,29,59,89,f,5,2.96
100.0,101.0,Private room in apartment,Marina,t,29,59,89,f,3,0.13
100.0,110.0,Entire apartment,South of Market,f,1,1,1,f,2,0.06
98.0,300.0,Entire condominium,Marina,t,29,59,89,f,1,0.65
98.0,425.0,Entire house,West of Twin Peaks,t,28,58,88,f,1,0.58
